"App_ID","Open_Ports","Dependency_Risk","SQL_Injection","XSS","Broken_Auth","Vulnerable_Libraries","DAST_Score","DAST_Result","SCA_Result","Risk_Score","Verification_Status"
379,6,8,1,5,1,9,7,"Failed","Risky",7.4,"Not Verified"
380,18,10,2,1,1,4,4,"Passed","Risky",6.4,"Not Verified"
381,2,6,3,5,1,9,9,"Failed","Risky",7.8,"Not Verified"
382,8,10,3,2,0,0,5,"Passed","Risky",7,"Not Verified"
383,11,8,1,5,5,5,11,"Failed","Risky",9.8,"Not Verified"
384,7,10,5,3,2,4,10,"Failed","Risky",10,"Not Verified"
385,19,6,5,4,0,4,9,"Failed","Risky",7.8,"Not Verified"
386,8,3,4,0,3,3,7,"Failed","Safe",5.4,"Not Verified"
387,10,7,1,3,4,10,8,"Failed","Risky",7.6,"Not Verified"
388,5,1,3,3,0,5,6,"Passed","Safe",4,"Verified"
389,17,6,4,0,3,6,7,"Failed","Risky",6.6,"Not Verified"
390,6,5,5,3,0,9,8,"Failed","Risky",6.8,"Not Verified"
391,8,2,2,4,3,2,9,"Failed","Safe",6.2,"Not Verified"
392,20,7,1,0,2,2,3,"Passed","Risky",4.6,"Not Verified"
393,6,3,4,0,2,8,6,"Passed","Risky",4.8,"Not Verified"
394,15,3,4,2,1,5,7,"Failed","Safe",5.4,"Not Verified"
395,17,4,2,1,0,8,3,"Passed","Risky",3.4,"Not Verified"
396,3,1,0,0,1,5,1,"Passed","Safe",1,"Verified"
397,15,6,4,0,2,3,6,"Passed","Risky",6,"Not Verified"
398,20,5,3,0,4,2,7,"Failed","Safe",6.2,"Not Verified"
399,1,2,5,1,5,6,11,"Failed","Risky",7.4,"Not Verified"
400,5,7,2,0,1,3,3,"Passed","Risky",4.6,"Not Verified"
401,11,10,2,5,0,5,7,"Failed","Risky",8.2,"Not Verified"
402,15,1,4,1,4,6,9,"Failed","Risky",5.8,"Not Verified"
403,20,5,1,4,5,10,10,"Failed","Risky",8,"Not Verified"
404,2,5,5,3,1,6,9,"Failed","Risky",7.4,"Not Verified"
405,16,8,0,1,4,1,5,"Passed","Risky",6.2,"Not Verified"
406,19,3,5,1,3,3,9,"Failed","Safe",6.6,"Not Verified"
407,10,1,4,3,4,9,11,"Failed","Risky",7,"Not Verified"
408,19,4,2,5,3,10,10,"Failed","Risky",7.6,"Not Verified"
409,17,8,4,3,3,3,10,"Failed","Risky",9.2,"Not Verified"
410,7,2,2,4,3,7,9,"Failed","Risky",6.2,"Not Verified"
411,6,4,2,4,3,3,9,"Failed","Safe",7,"Not Verified"
412,12,8,1,2,4,2,7,"Failed","Risky",7.4,"Not Verified"
413,4,8,5,4,2,0,11,"Failed","Risky",9.8,"Not Verified"
414,19,5,3,0,1,4,4,"Passed","Safe",4.4,"Verified"
415,2,6,5,3,0,1,8,"Failed","Risky",7.2,"Not Verified"
416,4,7,0,2,4,5,6,"Passed","Risky",6.4,"Not Verified"
417,11,9,5,5,0,6,10,"Failed","Risky",9.6,"Not Verified"
418,1,7,1,4,0,10,5,"Passed","Risky",5.8,"Not Verified"
419,19,4,3,3,2,3,8,"Failed","Safe",6.4,"Not Verified"
420,18,2,3,5,1,9,9,"Failed","Risky",6.2,"Not Verified"
421,16,8,1,5,5,4,11,"Failed","Risky",9.8,"Not Verified"
422,3,8,2,2,3,6,7,"Failed","Risky",7.4,"Not Verified"
423,1,1,3,5,4,0,12,"Failed","Safe",7.6,"Not Verified"
424,2,7,4,5,0,7,9,"Failed","Risky",8.2,"Not Verified"
425,2,2,2,5,1,9,8,"Failed","Risky",5.6,"Not Verified"
426,8,10,5,5,2,9,12,"Failed","Risky",11.2,"Not Verified"
427,20,6,5,5,4,8,14,"Failed","Risky",10.8,"Not Verified"
428,14,4,5,0,0,6,5,"Passed","Risky",4.6,"Not Verified"
429,13,6,5,0,4,4,9,"Failed","Risky",7.8,"Not Verified"
430,7,10,5,2,5,5,12,"Failed","Risky",11.2,"Not Verified"
431,8,3,3,5,3,9,11,"Failed","Risky",7.8,"Not Verified"
432,3,6,3,3,1,3,7,"Failed","Risky",6.6,"Not Verified"
433,16,9,4,4,1,5,9,"Failed","Risky",9,"Not Verified"
434,1,8,2,5,2,4,9,"Failed","Risky",8.6,"Not Verified"
435,12,9,4,4,3,8,11,"Failed","Risky",10.2,"Not Verified"
436,18,7,4,4,5,2,13,"Failed","Risky",10.6,"Not Verified"
437,14,3,1,3,0,6,4,"Passed","Risky",3.6,"Not Verified"
438,8,8,1,5,4,3,10,"Failed","Risky",9.2,"Not Verified"
439,5,10,3,4,4,5,11,"Failed","Risky",10.6,"Not Verified"
440,17,2,2,3,5,4,10,"Failed","Safe",6.8,"Not Verified"
441,11,8,5,2,5,8,12,"Failed","Risky",10.4,"Not Verified"
442,4,8,0,5,0,4,5,"Passed","Risky",6.2,"Not Verified"
443,13,8,1,5,0,1,6,"Passed","Risky",6.8,"Not Verified"
444,8,2,2,5,4,3,11,"Failed","Safe",7.4,"Not Verified"
445,15,1,4,4,3,2,11,"Failed","Safe",7,"Not Verified"
446,4,9,1,5,4,5,10,"Failed","Risky",9.6,"Not Verified"
447,13,5,5,5,5,0,15,"Failed","Safe",11,"Not Verified"
448,3,7,0,1,3,5,4,"Passed","Risky",5.2,"Not Verified"
449,7,3,4,1,2,2,7,"Failed","Safe",5.4,"Not Verified"
450,1,6,5,3,4,5,12,"Failed","Risky",9.6,"Not Verified"
451,6,8,2,1,5,6,8,"Failed","Risky",8,"Not Verified"
452,13,9,4,5,0,5,9,"Failed","Risky",9,"Not Verified"
453,17,3,1,1,2,9,4,"Passed","Risky",3.6,"Not Verified"
454,6,1,1,0,0,3,1,"Passed","Safe",1,"Verified"
455,10,8,3,4,1,4,8,"Failed","Risky",8,"Not Verified"
456,13,7,4,3,5,7,12,"Failed","Risky",10,"Not Verified"
457,6,5,0,1,5,7,6,"Passed","Risky",5.6,"Not Verified"
458,9,3,4,4,1,2,9,"Failed","Safe",6.6,"Not Verified"
459,8,7,2,1,0,9,3,"Passed","Risky",4.6,"Not Verified"
460,1,4,0,0,0,1,0,"Passed","Safe",1.6,"Verified"
461,16,9,3,2,4,3,9,"Failed","Risky",9,"Not Verified"
462,2,5,0,1,2,1,3,"Passed","Safe",3.8,"Verified"
463,8,9,0,1,2,9,3,"Passed","Risky",5.4,"Not Verified"
464,14,7,5,3,0,4,8,"Failed","Risky",7.6,"Not Verified"
465,12,9,1,1,4,8,6,"Passed","Risky",7.2,"Not Verified"
466,8,9,5,4,5,7,14,"Failed","Risky",12,"Not Verified"
467,9,7,2,1,5,1,8,"Failed","Risky",7.6,"Not Verified"
468,8,4,2,1,2,4,5,"Passed","Safe",4.6,"Verified"
469,9,3,3,5,4,0,12,"Failed","Safe",8.4,"Not Verified"
470,20,9,5,3,3,5,11,"Failed","Risky",10.2,"Not Verified"
471,1,2,2,0,2,5,4,"Passed","Safe",3.2,"Verified"
472,3,8,3,1,2,2,6,"Passed","Risky",6.8,"Not Verified"
473,8,1,0,4,4,4,8,"Failed","Safe",5.2,"Not Verified"
474,2,10,2,1,5,3,8,"Failed","Risky",8.8,"Not Verified"
475,1,7,4,1,0,9,5,"Passed","Risky",5.8,"Not Verified"
476,9,2,2,2,0,4,4,"Passed","Safe",3.2,"Verified"
477,7,10,1,5,3,1,9,"Failed","Risky",9.4,"Not Verified"
478,13,3,1,1,0,5,2,"Passed","Safe",2.4,"Verified"
479,20,2,1,5,0,5,6,"Passed","Safe",4.4,"Verified"
480,14,5,4,1,4,5,9,"Failed","Safe",7.4,"Not Verified"
481,16,8,4,1,1,8,6,"Passed","Risky",6.8,"Not Verified"
482,7,1,0,5,5,1,10,"Failed","Safe",6.4,"Not Verified"
483,4,1,2,5,5,10,12,"Failed","Risky",7.6,"Not Verified"
484,13,8,5,0,0,9,5,"Passed","Risky",6.2,"Not Verified"
485,12,2,5,0,3,8,8,"Failed","Risky",5.6,"Not Verified"
486,13,8,4,0,2,2,6,"Passed","Risky",6.8,"Not Verified"
487,20,3,1,0,1,5,2,"Passed","Safe",2.4,"Verified"
488,10,4,2,1,0,7,3,"Passed","Risky",3.4,"Not Verified"
489,9,7,0,1,5,4,6,"Passed","Risky",6.4,"Not Verified"
490,12,2,3,4,0,2,7,"Failed","Safe",5,"Not Verified"
491,8,4,5,4,3,10,12,"Failed","Risky",8.8,"Not Verified"
492,7,1,4,1,3,3,8,"Failed","Safe",5.2,"Not Verified"
493,15,3,3,5,2,6,10,"Failed","Risky",7.2,"Not Verified"
494,19,7,0,1,1,9,2,"Passed","Risky",4,"Not Verified"
495,17,8,0,2,3,9,5,"Passed","Risky",6.2,"Not Verified"
496,11,3,1,0,4,5,5,"Passed","Safe",4.2,"Verified"
497,7,7,1,1,4,3,6,"Passed","Risky",6.4,"Not Verified"
498,19,2,3,1,3,2,7,"Failed","Safe",5,"Not Verified"
499,3,2,2,5,0,10,7,"Failed","Risky",5,"Not Verified"
500,6,9,4,5,3,3,12,"Failed","Risky",10.8,"Not Verified"
501,7,10,1,5,1,5,7,"Failed","Risky",8.2,"Not Verified"
502,4,7,3,2,0,1,5,"Passed","Risky",5.8,"Not Verified"
503,10,1,3,0,4,5,7,"Failed","Safe",4.6,"Not Verified"
504,17,2,2,1,0,8,3,"Passed","Risky",2.6,"Not Verified"
505,16,9,1,0,1,4,2,"Passed","Risky",4.8,"Not Verified"
506,8,9,3,4,2,0,9,"Failed","Risky",9,"Not Verified"
507,3,1,5,3,1,1,9,"Failed","Safe",5.8,"Not Verified"
508,12,6,5,1,5,4,11,"Failed","Risky",9,"Not Verified"
509,14,6,2,3,4,0,9,"Failed","Risky",7.8,"Not Verified"
510,5,9,4,4,1,1,9,"Failed","Risky",9,"Not Verified"
511,14,7,2,5,3,7,10,"Failed","Risky",8.8,"Not Verified"
512,6,9,4,2,1,10,7,"Failed","Risky",7.8,"Not Verified"
513,9,3,3,0,0,8,3,"Passed","Risky",3,"Not Verified"
514,1,8,1,3,2,3,6,"Passed","Risky",6.8,"Not Verified"
515,20,10,4,2,0,10,6,"Passed","Risky",7.6,"Not Verified"
516,14,6,2,1,5,5,8,"Failed","Risky",7.2,"Not Verified"
517,19,10,2,5,1,4,8,"Failed","Risky",8.8,"Not Verified"
518,5,9,5,3,5,2,13,"Failed","Risky",11.4,"Not Verified"
519,2,9,0,5,5,2,10,"Failed","Risky",9.6,"Not Verified"
520,1,4,2,0,5,1,7,"Failed","Safe",5.8,"Not Verified"
521,20,9,2,3,2,3,7,"Failed","Risky",7.8,"Not Verified"
522,4,9,4,2,5,1,11,"Failed","Risky",10.2,"Not Verified"
523,11,5,1,0,1,4,2,"Passed","Safe",3.2,"Verified"
524,5,1,5,5,5,8,15,"Failed","Risky",9.4,"Not Verified"
525,4,2,1,1,2,8,4,"Passed","Risky",3.2,"Not Verified"
526,19,3,4,4,2,0,10,"Failed","Safe",7.2,"Not Verified"
527,3,5,2,5,3,3,10,"Failed","Safe",8,"Not Verified"
528,1,8,4,5,0,4,9,"Failed","Risky",8.6,"Not Verified"
529,7,1,2,2,4,2,8,"Failed","Safe",5.2,"Not Verified"
530,5,7,5,5,4,3,14,"Failed","Risky",11.2,"Not Verified"
531,9,10,4,1,2,1,7,"Failed","Risky",8.2,"Not Verified"
532,17,5,2,3,0,5,5,"Passed","Safe",5,"Verified"
533,5,7,3,2,3,0,8,"Failed","Risky",7.6,"Not Verified"
534,12,9,3,5,1,3,9,"Failed","Risky",9,"Not Verified"
535,2,10,2,3,5,1,10,"Failed","Risky",10,"Not Verified"
536,18,2,0,2,0,4,2,"Passed","Safe",2,"Verified"
537,4,6,3,0,5,8,8,"Failed","Risky",7.2,"Not Verified"
538,10,3,0,3,0,3,3,"Passed","Safe",3,"Verified"
539,15,3,5,1,0,3,6,"Passed","Safe",4.8,"Verified"
540,8,8,2,3,2,8,7,"Failed","Risky",7.4,"Not Verified"
541,1,7,5,0,5,8,10,"Failed","Risky",8.8,"Not Verified"
542,11,2,4,3,1,7,8,"Failed","Risky",5.6,"Not Verified"
543,5,5,5,3,3,8,11,"Failed","Risky",8.6,"Not Verified"
544,11,6,2,2,4,8,8,"Failed","Risky",7.2,"Not Verified"
545,15,3,3,0,1,10,4,"Passed","Risky",3.6,"Not Verified"
546,15,1,5,1,5,8,11,"Failed","Risky",7,"Not Verified"
547,10,9,2,1,0,4,3,"Passed","Risky",5.4,"Not Verified"
548,15,8,5,4,3,2,12,"Failed","Risky",10.4,"Not Verified"
549,15,9,0,3,0,2,3,"Passed","Risky",5.4,"Not Verified"
550,20,1,3,2,4,2,9,"Failed","Safe",5.8,"Not Verified"
551,12,8,0,0,1,9,1,"Passed","Risky",3.8,"Not Verified"
552,9,8,1,0,1,5,2,"Passed","Risky",4.4,"Not Verified"
553,4,8,1,4,0,4,5,"Passed","Risky",6.2,"Not Verified"
554,3,10,2,0,3,8,5,"Passed","Risky",7,"Not Verified"
555,7,10,0,3,2,2,5,"Passed","Risky",7,"Not Verified"
556,4,8,2,1,5,2,8,"Failed","Risky",8,"Not Verified"
557,8,8,3,2,2,9,7,"Failed","Risky",7.4,"Not Verified"
558,5,8,0,3,3,2,6,"Passed","Risky",6.8,"Not Verified"
559,6,2,2,3,0,8,5,"Passed","Risky",3.8,"Not Verified"
560,4,2,3,0,0,6,3,"Passed","Risky",2.6,"Not Verified"
561,3,2,1,1,2,8,4,"Passed","Risky",3.2,"Not Verified"
562,11,3,1,3,2,5,6,"Passed","Safe",4.8,"Verified"
563,10,2,2,1,4,8,7,"Failed","Risky",5,"Not Verified"
564,5,9,3,5,4,6,12,"Failed","Risky",10.8,"Not Verified"
565,11,9,3,4,3,6,10,"Failed","Risky",9.6,"Not Verified"
566,10,7,2,2,3,8,7,"Failed","Risky",7,"Not Verified"
567,15,5,0,2,5,0,7,"Failed","Safe",6.2,"Not Verified"
568,19,10,3,1,1,3,5,"Passed","Risky",7,"Not Verified"
569,10,6,4,3,1,3,8,"Failed","Risky",7.2,"Not Verified"
570,13,2,1,1,3,2,5,"Passed","Safe",3.8,"Verified"
571,3,1,2,1,5,7,8,"Failed","Risky",5.2,"Not Verified"
572,18,2,2,0,1,2,3,"Passed","Safe",2.6,"Verified"
573,10,2,1,4,5,1,10,"Failed","Safe",6.8,"Not Verified"
574,8,10,4,2,5,1,11,"Failed","Risky",10.6,"Not Verified"
575,12,5,1,4,4,3,9,"Failed","Safe",7.4,"Not Verified"
576,10,8,3,5,3,4,11,"Failed","Risky",9.8,"Not Verified"
577,7,3,1,3,2,5,6,"Passed","Safe",4.8,"Verified"
578,7,2,4,2,5,5,11,"Failed","Safe",7.4,"Not Verified"
579,6,8,4,0,4,0,8,"Failed","Risky",8,"Not Verified"
580,17,9,1,5,4,0,10,"Failed","Risky",9.6,"Not Verified"
581,20,9,1,1,0,7,2,"Passed","Risky",4.8,"Not Verified"
582,1,7,1,2,1,10,4,"Passed","Risky",5.2,"Not Verified"
583,5,2,4,3,2,2,9,"Failed","Safe",6.2,"Not Verified"
584,10,5,2,1,3,6,6,"Passed","Risky",5.6,"Not Verified"
585,13,9,0,1,3,8,4,"Passed","Risky",6,"Not Verified"
586,10,3,4,5,3,1,12,"Failed","Safe",8.4,"Not Verified"
587,2,10,0,2,5,0,7,"Failed","Risky",8.2,"Not Verified"
588,15,9,0,5,0,4,5,"Passed","Risky",6.6,"Not Verified"
589,15,5,0,1,5,0,6,"Passed","Safe",5.6,"Verified"
590,8,8,1,2,1,9,4,"Passed","Risky",5.6,"Not Verified"
591,3,2,2,1,4,5,7,"Failed","Safe",5,"Not Verified"
592,2,6,4,5,2,9,11,"Failed","Risky",9,"Not Verified"
593,6,8,3,4,2,10,9,"Failed","Risky",8.6,"Not Verified"
594,14,6,5,2,3,6,10,"Failed","Risky",8.4,"Not Verified"
595,15,10,1,3,4,5,8,"Failed","Risky",8.8,"Not Verified"
596,19,6,3,1,5,9,9,"Failed","Risky",7.8,"Not Verified"
597,9,4,4,5,2,4,11,"Failed","Safe",8.2,"Not Verified"
598,15,1,0,4,5,6,9,"Failed","Risky",5.8,"Not Verified"
599,16,8,2,4,0,10,6,"Passed","Risky",6.8,"Not Verified"
600,8,9,4,2,5,9,11,"Failed","Risky",10.2,"Not Verified"
601,9,6,0,4,0,6,4,"Passed","Risky",4.8,"Not Verified"
602,16,6,3,4,2,2,9,"Failed","Risky",7.8,"Not Verified"
603,9,2,2,5,2,10,9,"Failed","Risky",6.2,"Not Verified"
604,2,9,4,1,0,2,5,"Passed","Risky",6.6,"Not Verified"
605,9,8,4,4,0,5,8,"Failed","Risky",8,"Not Verified"
606,11,3,2,4,1,8,7,"Failed","Risky",5.4,"Not Verified"
607,11,10,5,0,0,1,5,"Passed","Risky",7,"Not Verified"
608,4,3,5,0,5,10,10,"Failed","Risky",7.2,"Not Verified"
609,7,9,5,2,4,10,11,"Failed","Risky",10.2,"Not Verified"
610,18,6,0,5,0,10,5,"Passed","Risky",5.4,"Not Verified"
611,11,7,2,1,0,10,3,"Passed","Risky",4.6,"Not Verified"
612,1,10,1,0,5,3,6,"Passed","Risky",7.6,"Not Verified"
613,11,7,2,0,0,2,2,"Passed","Risky",4,"Not Verified"
614,6,5,4,3,0,9,7,"Failed","Risky",6.2,"Not Verified"
615,10,9,4,3,2,1,9,"Failed","Risky",9,"Not Verified"
616,18,5,1,3,3,0,7,"Failed","Safe",6.2,"Not Verified"
617,3,4,5,0,1,1,6,"Passed","Safe",5.2,"Verified"
618,3,10,1,1,1,2,3,"Passed","Risky",5.8,"Not Verified"
619,2,7,1,5,1,2,7,"Failed","Risky",7,"Not Verified"
620,8,3,5,1,5,10,11,"Failed","Risky",7.8,"Not Verified"
621,13,3,5,1,0,6,6,"Passed","Risky",4.8,"Not Verified"
622,8,3,0,4,3,10,7,"Failed","Risky",5.4,"Not Verified"
623,2,7,2,4,2,1,8,"Failed","Risky",7.6,"Not Verified"
624,6,5,4,2,0,3,6,"Passed","Safe",5.6,"Verified"
625,17,6,2,5,1,0,8,"Failed","Risky",7.2,"Not Verified"
626,14,2,1,5,1,1,7,"Failed","Safe",5,"Not Verified"
627,7,4,3,1,2,6,6,"Passed","Risky",5.2,"Not Verified"
628,13,6,1,5,0,7,6,"Passed","Risky",6,"Not Verified"
629,8,6,3,5,4,0,12,"Failed","Risky",9.6,"Not Verified"
630,6,10,4,3,1,5,8,"Failed","Risky",8.8,"Not Verified"
631,11,5,5,3,4,5,12,"Failed","Safe",9.2,"Not Verified"
632,10,4,0,3,4,8,7,"Failed","Risky",5.8,"Not Verified"
633,17,3,2,2,0,2,4,"Passed","Safe",3.6,"Verified"
634,7,7,4,0,4,5,8,"Failed","Risky",7.6,"Not Verified"
635,12,6,5,4,1,1,10,"Failed","Risky",8.4,"Not Verified"
636,19,2,1,3,0,4,4,"Passed","Safe",3.2,"Verified"
637,17,9,5,5,1,2,11,"Failed","Risky",10.2,"Not Verified"
638,8,7,0,2,2,6,4,"Passed","Risky",5.2,"Not Verified"
639,15,8,2,1,5,6,8,"Failed","Risky",8,"Not Verified"
640,14,8,4,0,1,6,5,"Passed","Risky",6.2,"Not Verified"
641,14,6,1,2,0,5,3,"Passed","Risky",4.2,"Not Verified"
642,17,5,2,4,1,8,7,"Failed","Risky",6.2,"Not Verified"
643,1,9,0,5,2,9,7,"Failed","Risky",7.8,"Not Verified"
644,18,9,0,3,3,10,6,"Passed","Risky",7.2,"Not Verified"
645,18,5,1,0,3,4,4,"Passed","Safe",4.4,"Verified"
646,20,10,1,4,5,9,10,"Failed","Risky",10,"Not Verified"
647,10,1,0,0,3,6,3,"Passed","Risky",2.2,"Not Verified"
648,10,10,2,4,5,1,11,"Failed","Risky",10.6,"Not Verified"
649,9,2,1,4,3,4,8,"Failed","Safe",5.6,"Not Verified"
650,19,3,2,2,3,8,7,"Failed","Risky",5.4,"Not Verified"
651,18,7,0,5,0,3,5,"Passed","Risky",5.8,"Not Verified"
652,18,6,1,3,5,8,9,"Failed","Risky",7.8,"Not Verified"
653,12,6,2,3,4,10,9,"Failed","Risky",7.8,"Not Verified"
654,12,2,5,5,0,2,10,"Failed","Safe",6.8,"Not Verified"
655,4,1,2,4,4,0,10,"Failed","Safe",6.4,"Not Verified"
656,20,3,1,0,0,8,1,"Passed","Risky",1.8,"Not Verified"
657,10,9,1,3,4,8,8,"Failed","Risky",8.4,"Not Verified"
658,5,2,4,5,3,9,12,"Failed","Risky",8,"Not Verified"
659,2,10,2,4,3,8,9,"Failed","Risky",9.4,"Not Verified"
660,18,8,5,0,5,9,10,"Failed","Risky",9.2,"Not Verified"
661,12,8,4,1,1,0,6,"Passed","Risky",6.8,"Not Verified"
662,13,9,0,4,5,4,9,"Failed","Risky",9,"Not Verified"
663,11,4,1,2,1,1,4,"Passed","Safe",4,"Verified"
664,19,4,1,4,3,10,8,"Failed","Risky",6.4,"Not Verified"
665,6,1,0,5,2,3,7,"Failed","Safe",4.6,"Not Verified"
666,18,2,5,4,1,2,10,"Failed","Safe",6.8,"Not Verified"
667,10,7,0,3,0,5,3,"Passed","Risky",4.6,"Not Verified"
668,9,8,2,4,0,10,6,"Passed","Risky",6.8,"Not Verified"
669,3,9,3,1,0,1,4,"Passed","Risky",6,"Not Verified"
670,19,5,0,2,3,1,5,"Passed","Safe",5,"Verified"
671,8,5,0,0,2,7,2,"Passed","Risky",3.2,"Not Verified"
672,13,6,5,4,0,1,9,"Failed","Risky",7.8,"Not Verified"
673,1,10,4,0,0,3,4,"Passed","Risky",6.4,"Not Verified"
674,2,1,1,0,2,10,3,"Passed","Risky",2.2,"Not Verified"
675,11,10,1,2,3,6,6,"Passed","Risky",7.6,"Not Verified"
676,16,5,1,4,4,1,9,"Failed","Safe",7.4,"Not Verified"
677,5,6,4,0,3,2,7,"Failed","Risky",6.6,"Not Verified"
678,4,5,5,2,1,9,8,"Failed","Risky",6.8,"Not Verified"
679,3,1,4,3,4,3,11,"Failed","Safe",7,"Not Verified"
680,15,10,3,1,2,7,6,"Passed","Risky",7.6,"Not Verified"
681,10,5,0,2,5,1,7,"Failed","Safe",6.2,"Not Verified"
682,7,8,3,5,3,2,11,"Failed","Risky",9.8,"Not Verified"
683,7,8,4,4,2,4,10,"Failed","Risky",9.2,"Not Verified"
684,2,1,0,3,1,2,4,"Passed","Safe",2.8,"Verified"
685,18,7,0,5,0,10,5,"Passed","Risky",5.8,"Not Verified"
686,18,3,2,3,5,8,10,"Failed","Risky",7.2,"Not Verified"
687,3,10,2,1,3,10,6,"Passed","Risky",7.6,"Not Verified"
688,8,4,5,4,3,6,12,"Failed","Risky",8.8,"Not Verified"
689,14,7,2,0,2,9,4,"Passed","Risky",5.2,"Not Verified"
690,9,7,1,4,5,9,10,"Failed","Risky",8.8,"Not Verified"
691,15,7,3,2,5,3,10,"Failed","Risky",8.8,"Not Verified"
692,17,6,2,4,5,1,11,"Failed","Risky",9,"Not Verified"
693,7,9,1,0,2,1,3,"Passed","Risky",5.4,"Not Verified"
694,8,4,5,5,2,1,12,"Failed","Safe",8.8,"Not Verified"
695,1,9,5,0,0,5,5,"Passed","Risky",6.6,"Not Verified"
696,9,3,4,2,3,9,9,"Failed","Risky",6.6,"Not Verified"
697,3,3,1,2,4,5,7,"Failed","Safe",5.4,"Not Verified"
698,2,8,5,1,0,8,6,"Passed","Risky",6.8,"Not Verified"
699,11,9,2,5,2,2,9,"Failed","Risky",9,"Not Verified"
700,4,1,0,1,0,4,1,"Passed","Safe",1,"Verified"
701,8,4,4,1,4,8,9,"Failed","Risky",7,"Not Verified"
702,20,10,2,3,3,7,8,"Failed","Risky",8.8,"Not Verified"
703,11,1,0,2,4,9,6,"Passed","Risky",4,"Not Verified"
704,18,10,3,3,1,2,7,"Failed","Risky",8.2,"Not Verified"
705,14,5,3,0,1,7,4,"Passed","Risky",4.4,"Not Verified"
706,3,9,4,3,2,4,9,"Failed","Risky",9,"Not Verified"
707,3,5,3,5,1,1,9,"Failed","Safe",7.4,"Not Verified"
708,14,8,1,3,1,0,5,"Passed","Risky",6.2,"Not Verified"
709,7,4,1,1,0,0,2,"Passed","Safe",2.8,"Verified"
710,15,2,0,2,2,2,4,"Passed","Safe",3.2,"Verified"
711,8,1,3,2,1,2,6,"Passed","Safe",4,"Verified"
712,1,3,5,5,1,6,11,"Failed","Risky",7.8,"Not Verified"
713,5,7,0,3,3,9,6,"Passed","Risky",6.4,"Not Verified"
714,17,8,5,2,4,10,11,"Failed","Risky",9.8,"Not Verified"
715,6,5,1,1,0,7,2,"Passed","Risky",3.2,"Not Verified"
716,10,2,1,1,2,3,4,"Passed","Safe",3.2,"Verified"
717,12,9,1,2,4,0,7,"Failed","Risky",7.8,"Not Verified"
718,8,10,1,5,2,0,8,"Failed","Risky",8.8,"Not Verified"
719,16,5,0,4,1,7,5,"Passed","Risky",5,"Not Verified"
720,7,6,1,0,4,3,5,"Passed","Risky",5.4,"Not Verified"
721,7,10,5,4,4,8,13,"Failed","Risky",11.8,"Not Verified"
722,1,6,1,0,4,2,5,"Passed","Risky",5.4,"Not Verified"
723,11,7,4,2,0,9,6,"Passed","Risky",6.4,"Not Verified"
724,3,4,1,2,0,1,3,"Passed","Safe",3.4,"Verified"
725,17,6,2,1,4,9,7,"Failed","Risky",6.6,"Not Verified"
726,20,6,5,0,4,8,9,"Failed","Risky",7.8,"Not Verified"
727,3,9,4,2,2,4,8,"Failed","Risky",8.4,"Not Verified"
728,14,3,1,2,4,7,7,"Failed","Risky",5.4,"Not Verified"
729,5,5,3,1,2,4,6,"Passed","Safe",5.6,"Verified"
730,18,10,4,0,2,9,6,"Passed","Risky",7.6,"Not Verified"
731,8,5,5,0,0,10,5,"Passed","Risky",5,"Not Verified"
732,20,9,3,5,5,1,13,"Failed","Risky",11.4,"Not Verified"
733,10,6,0,3,4,2,7,"Failed","Risky",6.6,"Not Verified"
734,18,1,1,1,0,2,2,"Passed","Safe",1.6,"Verified"
735,17,3,1,5,2,7,8,"Failed","Risky",6,"Not Verified"
736,9,8,3,1,2,6,6,"Passed","Risky",6.8,"Not Verified"
737,3,2,3,3,0,7,6,"Passed","Risky",4.4,"Not Verified"
738,5,3,4,1,2,10,7,"Failed","Risky",5.4,"Not Verified"
739,16,10,0,5,3,10,8,"Failed","Risky",8.8,"Not Verified"
740,20,1,1,5,0,3,6,"Passed","Safe",4,"Verified"
741,3,7,2,5,5,4,12,"Failed","Risky",10,"Not Verified"
742,3,3,1,5,2,0,8,"Failed","Safe",6,"Not Verified"
743,13,5,4,2,4,4,10,"Failed","Safe",8,"Not Verified"
744,4,8,1,1,3,8,5,"Passed","Risky",6.2,"Not Verified"
745,15,9,0,3,0,6,3,"Passed","Risky",5.4,"Not Verified"
746,19,1,5,2,4,5,11,"Failed","Safe",7,"Not Verified"
747,13,1,4,3,0,0,7,"Failed","Safe",4.6,"Not Verified"
748,12,1,4,0,4,9,8,"Failed","Risky",5.2,"Not Verified"
749,20,5,3,5,5,0,13,"Failed","Safe",9.8,"Not Verified"
750,13,8,3,4,0,7,7,"Failed","Risky",7.4,"Not Verified"
751,13,5,5,3,2,9,10,"Failed","Risky",8,"Not Verified"
752,3,4,3,2,1,4,6,"Passed","Safe",5.2,"Verified"
753,20,4,3,1,0,7,4,"Passed","Risky",4,"Not Verified"
754,5,5,0,4,2,1,6,"Passed","Safe",5.6,"Verified"
755,13,8,3,0,4,10,7,"Failed","Risky",7.4,"Not Verified"
756,12,9,4,0,3,5,7,"Failed","Risky",7.8,"Not Verified"
757,8,2,3,5,2,6,10,"Failed","Risky",6.8,"Not Verified"
758,6,8,4,5,5,10,14,"Failed","Risky",11.6,"Not Verified"
759,16,3,2,3,5,10,10,"Failed","Risky",7.2,"Not Verified"
760,11,3,1,3,5,6,9,"Failed","Risky",6.6,"Not Verified"
