"App_ID","Vulnerability_Count","Dependency_Risk","Code_Complexity","SAST_Issues","Risk_Score","Severity","SAST_Result"
601,2,7,77,10,5.1,"Low","Failed"
602,17,5,83,5,11,"Medium","Passed"
603,9,10,36,11,9.7,"Medium","Failed"
604,7,6,84,12,7.7,"Medium","Failed"
605,11,2,59,0,6.1,"Low","Passed"
606,9,1,95,11,7,"Low","Failed"
607,6,2,17,11,5.8,"Low","Failed"
608,6,2,68,0,3.6,"Low","Passed"
609,5,10,87,3,6.1,"Low","Passed"
610,16,5,80,4,10.3,"Medium","Passed"
611,19,8,14,0,11.9,"Medium","Passed"
612,0,3,11,0,0.9,"Low","Passed"
613,4,2,54,2,3,"Low","Passed"
614,9,8,5,1,7.1,"Medium","Passed"
615,12,9,43,8,10.3,"Medium","Passed"
616,9,9,12,15,10.2,"Medium","Failed"
617,1,7,70,0,2.6,"Low","Passed"
618,14,2,35,14,10.4,"Medium","Failed"
619,14,5,15,8,10.1,"Medium","Passed"
620,7,9,78,14,9,"Medium","Failed"
621,2,3,17,1,2.1,"Low","Passed"
622,1,10,71,8,5.1,"Low","Passed"
623,5,9,65,13,7.8,"Medium","Failed"
624,13,5,18,9,9.8,"Medium","Failed"
625,14,8,67,12,11.8,"Medium","Failed"
626,18,2,9,3,10.2,"Medium","Passed"
627,8,6,11,1,6,"Low","Passed"
628,14,8,20,9,11.2,"Medium","Failed"
629,15,6,49,3,9.9,"Medium","Passed"
630,7,10,23,6,7.7,"Medium","Passed"
631,8,6,47,13,8.4,"Medium","Failed"
632,20,4,100,3,11.8,"Medium","Passed"
633,15,1,26,12,10.2,"Medium","Failed"
634,8,8,99,12,8.8,"Medium","Failed"
635,1,9,36,15,6.2,"Low","Failed"
636,8,6,11,10,7.8,"Medium","Failed"
637,10,6,89,14,9.6,"Medium","Failed"
638,10,2,44,12,8,"Medium","Failed"
639,3,9,77,8,5.8,"Low","Passed"
640,6,8,82,11,7.6,"Medium","Failed"
641,17,3,72,2,9.8,"Medium","Passed"
642,10,10,51,5,9,"Medium","Passed"
643,0,3,80,12,3.3,"Low","Failed"
644,10,9,79,11,9.9,"Medium","Failed"
645,5,6,95,13,6.9,"Low","Failed"
646,20,7,21,14,14.9,"High","Failed"
647,9,10,95,13,10.1,"Medium","Failed"
648,17,7,52,6,11.8,"Medium","Passed"
649,2,5,37,15,5.5,"Low","Failed"
650,2,9,71,2,4.1,"Low","Passed"
651,1,5,31,5,3,"Low","Passed"
652,7,4,31,13,7.3,"Medium","Failed"
653,12,10,50,6,10.2,"Medium","Passed"
654,7,7,50,13,8.2,"Medium","Failed"
655,1,3,16,5,2.4,"Low","Passed"
656,5,3,11,13,6,"Low","Failed"
657,16,3,9,0,8.9,"Medium","Passed"
658,13,7,61,8,10.2,"Medium","Passed"
659,6,5,73,2,4.9,"Low","Passed"
660,12,6,1,14,10.6,"Medium","Failed"
661,7,2,25,13,6.7,"Low","Failed"
662,5,4,50,11,5.9,"Low","Failed"
663,10,6,27,15,9.8,"Medium","Failed"
664,9,6,64,4,7.1,"Medium","Passed"
665,16,10,61,5,12,"Medium","Passed"
666,6,5,28,6,5.7,"Low","Passed"
667,11,4,38,4,7.5,"Medium","Passed"
668,18,3,34,12,12.3,"High","Failed"
669,16,7,28,15,13.1,"High","Failed"
670,7,6,75,3,5.9,"Low","Passed"
671,14,2,5,13,10.2,"Medium","Failed"
672,13,9,57,4,10,"Medium","Passed"
673,13,7,88,11,10.8,"Medium","Failed"
674,16,8,3,2,10.8,"Medium","Passed"
675,0,8,5,13,5,"Low","Failed"
676,17,6,29,5,11.3,"Medium","Passed"
677,17,5,72,5,11,"Medium","Passed"
678,19,9,3,12,14.6,"High","Failed"
679,9,9,46,13,9.8,"Medium","Failed"
680,9,5,62,13,8.6,"Medium","Failed"
681,20,10,14,1,13.2,"High","Passed"
682,8,1,79,9,6.1,"Low","Failed"
683,18,10,79,3,12.6,"High","Passed"
684,17,2,67,7,10.5,"Medium","Passed"
685,17,3,82,9,11.2,"Medium","Failed"
686,11,7,77,13,10.2,"Medium","Failed"
687,11,6,2,1,7.5,"Medium","Passed"
688,20,6,46,8,13.4,"High","Passed"
689,3,2,58,15,5.1,"Low","Failed"
690,19,1,70,12,12.2,"High","Failed"
691,9,3,16,11,7.6,"Medium","Failed"
692,4,9,1,9,6.5,"Low","Failed"
693,1,2,35,4,1.9,"Low","Passed"
694,17,10,32,9,13.3,"High","Failed"
695,11,8,29,7,9.3,"Medium","Passed"
696,12,8,55,14,11.2,"Medium","Failed"
697,10,9,19,8,9.3,"Medium","Passed"
698,18,4,58,15,13.2,"High","Failed"
699,5,4,12,10,5.7,"Low","Failed"
700,17,1,82,9,10.6,"Medium","Failed"
701,9,2,68,9,6.9,"Low","Failed"
702,8,7,21,3,6.7,"Low","Passed"
703,2,8,31,9,5.2,"Low","Failed"
704,18,9,61,12,14.1,"High","Failed"
705,7,5,78,9,6.8,"Low","Failed"
706,12,5,72,1,7.7,"Medium","Passed"
707,0,6,42,5,2.8,"Low","Passed"
708,1,10,46,11,5.7,"Low","Failed"
709,10,1,31,8,6.9,"Low","Passed"
710,15,10,51,7,11.9,"Medium","Passed"
711,4,5,56,1,3.7,"Low","Passed"
712,20,6,42,12,14.2,"High","Failed"
713,3,5,19,14,5.8,"Low","Failed"
714,2,1,47,1,1.5,"Low","Passed"
715,14,10,81,1,10.2,"Medium","Passed"
716,9,5,17,10,8,"Medium","Failed"
717,6,8,34,15,8.4,"Medium","Failed"
718,6,8,58,6,6.6,"Low","Passed"
719,1,1,99,13,3.4,"Low","Failed"
720,17,7,91,7,12,"Medium","Passed"
721,17,3,49,1,9.6,"Medium","Passed"
722,2,10,18,5,5,"Low","Passed"
723,7,4,67,1,4.9,"Low","Passed"
724,13,7,58,15,11.6,"Medium","Failed"
725,8,7,88,1,6.3,"Low","Passed"
726,14,7,66,13,11.7,"Medium","Failed"
727,16,6,45,5,10.8,"Medium","Passed"
728,6,9,67,7,7.1,"Medium","Passed"
729,7,4,16,8,6.3,"Low","Passed"
730,0,9,94,8,4.3,"Low","Passed"
731,8,3,21,0,4.9,"Low","Passed"
732,2,3,73,15,4.9,"Low","Failed"
733,1,8,42,8,4.5,"Low","Passed"
734,10,9,90,1,7.9,"Medium","Passed"
735,3,1,81,1,2,"Low","Passed"
736,7,4,46,12,7.1,"Medium","Failed"
737,19,10,35,12,14.9,"High","Failed"
738,10,1,36,9,7.1,"Medium","Failed"
739,17,10,65,5,12.5,"High","Passed"
740,13,5,74,1,8.2,"Medium","Passed"
741,2,9,87,2,4.1,"Low","Passed"
742,2,5,26,0,2.5,"Low","Passed"
743,13,8,80,1,9.1,"Medium","Passed"
744,6,4,94,1,4.4,"Low","Passed"
745,14,2,21,5,8.6,"Medium","Passed"
746,7,1,36,5,4.8,"Low","Passed"
747,0,3,25,15,3.9,"Low","Failed"
748,4,7,87,13,6.7,"Low","Failed"
749,16,8,55,10,12.4,"High","Failed"
750,5,5,76,0,4,"Low","Passed"
751,9,2,55,9,6.9,"Low","Failed"
752,11,9,7,8,9.8,"Medium","Passed"
753,7,10,21,14,9.3,"Medium","Failed"
754,15,5,89,12,11.4,"Medium","Failed"
755,6,6,24,3,5.4,"Low","Passed"
756,6,10,57,9,7.8,"Medium","Failed"
757,0,6,91,3,2.4,"Low","Passed"
758,10,7,51,12,9.5,"Medium","Failed"
759,2,4,38,14,5,"Low","Failed"
760,16,6,51,13,12.4,"High","Failed"
761,19,6,92,10,13.3,"High","Failed"
762,2,9,59,6,4.9,"Low","Passed"
763,13,3,18,8,9,"Medium","Passed"
764,4,5,14,6,4.7,"Low","Passed"
765,17,10,90,11,13.7,"High","Failed"
766,7,5,48,10,7,"Low","Failed"
767,19,9,43,9,14,"High","Failed"
768,9,6,49,5,7.3,"Medium","Passed"
769,17,1,40,11,11,"Medium","Failed"
770,16,3,29,13,11.5,"Medium","Failed"
771,8,8,23,8,8,"Medium","Passed"
772,2,2,71,3,2.2,"Low","Passed"
773,4,3,4,2,3.3,"Low","Passed"
774,20,10,76,0,13,"High","Passed"
775,15,1,60,5,8.8,"Medium","Passed"
776,19,7,82,1,11.8,"Medium","Passed"
777,2,3,26,12,4.3,"Low","Failed"
778,2,5,17,14,5.3,"Low","Failed"
779,12,8,60,5,9.4,"Medium","Passed"
780,3,9,30,14,7,"Low","Failed"
781,14,1,33,13,9.9,"Medium","Failed"
782,18,1,38,7,10.7,"Medium","Passed"
783,12,1,34,2,6.7,"Low","Passed"
784,11,5,42,6,8.2,"Medium","Passed"
785,20,8,50,7,13.8,"High","Passed"
786,19,5,97,7,12.4,"High","Passed"
787,12,4,88,5,8.2,"Medium","Passed"
788,12,4,34,9,9,"Medium","Failed"
789,2,5,85,3,3.1,"Low","Passed"
790,19,8,42,10,13.9,"High","Failed"
791,4,9,75,5,5.7,"Low","Passed"
792,12,2,30,3,7.2,"Medium","Passed"
793,11,8,8,10,9.9,"Medium","Failed"
794,7,3,93,8,6,"Low","Passed"
795,5,3,98,3,4,"Low","Passed"
796,15,5,60,7,10.4,"Medium","Passed"
797,10,8,55,6,8.6,"Medium","Passed"
798,11,5,78,9,8.8,"Medium","Failed"
799,15,7,4,3,10.2,"Medium","Passed"
800,14,10,26,0,10,"Medium","Passed"
801,0,9,50,3,3.3,"Low","Passed"
802,11,8,36,3,8.5,"Medium","Passed"
803,9,10,81,15,10.5,"Medium","Failed"
804,9,6,10,2,6.7,"Low","Passed"
805,3,6,51,0,3.3,"Low","Passed"
806,8,4,58,14,8,"Medium","Failed"
807,19,9,65,15,15.2,"High","Failed"
808,4,9,14,1,4.9,"Low","Passed"
809,8,5,69,1,5.7,"Low","Passed"
810,18,1,77,12,11.7,"Medium","Failed"
811,2,9,79,3,4.3,"Low","Passed"
812,1,10,52,10,5.5,"Low","Failed"
813,11,8,92,8,9.5,"Medium","Passed"
814,14,5,60,0,8.5,"Medium","Passed"
815,16,9,84,12,13.1,"High","Failed"
816,2,7,20,0,3.1,"Low","Passed"
817,6,10,71,14,8.8,"Medium","Failed"
818,12,9,32,3,9.3,"Medium","Passed"
819,13,5,44,15,11,"Medium","Failed"
820,1,10,21,9,5.3,"Low","Failed"
821,8,8,56,2,6.8,"Low","Passed"
822,14,7,32,3,9.7,"Medium","Passed"
823,20,3,50,11,13.1,"High","Failed"
824,0,9,39,15,5.7,"Low","Failed"
825,9,9,36,0,7.2,"Medium","Passed"
826,8,5,43,6,6.7,"Low","Passed"
827,8,2,94,1,4.8,"Low","Passed"
828,6,4,34,3,4.8,"Low","Passed"
829,17,4,99,9,11.5,"Medium","Failed"
830,11,8,99,5,8.9,"Medium","Passed"
831,5,8,5,4,5.7,"Low","Passed"
832,6,1,37,2,3.7,"Low","Passed"
833,15,5,47,15,12,"Medium","Failed"
834,15,2,4,14,10.9,"Medium","Failed"
835,1,9,98,2,3.6,"Low","Passed"
836,1,1,18,1,1,"Low","Passed"
837,13,10,38,7,10.9,"Medium","Passed"
838,20,1,35,3,10.9,"Medium","Passed"
839,6,5,93,9,6.3,"Low","Failed"
840,5,7,87,9,6.4,"Low","Failed"
841,3,6,74,14,6.1,"Low","Failed"
842,2,1,82,8,2.9,"Low","Passed"
843,13,6,66,6,9.5,"Medium","Passed"
844,18,4,55,4,11,"Medium","Passed"
845,13,10,98,2,9.9,"Medium","Passed"
846,15,7,97,4,10.4,"Medium","Passed"
847,9,2,72,5,6.1,"Low","Passed"
848,11,7,86,3,8.2,"Medium","Passed"
849,17,2,82,15,12.1,"High","Failed"
850,2,9,100,14,6.5,"Low","Failed"
851,0,1,6,2,0.7,"Low","Passed"
852,11,8,54,14,10.7,"Medium","Failed"
853,16,2,41,6,9.8,"Medium","Passed"
854,0,8,77,14,5.2,"Low","Failed"
855,3,8,14,8,5.5,"Low","Passed"
856,18,7,89,7,12.5,"High","Passed"
857,12,4,77,5,8.2,"Medium","Passed"
858,17,2,100,1,9.3,"Medium","Passed"
859,14,8,9,10,11.4,"Medium","Failed"
860,12,9,86,7,10.1,"Medium","Passed"
861,13,6,34,3,8.9,"Medium","Passed"
862,17,10,76,1,11.7,"Medium","Passed"
863,11,5,41,1,7.2,"Medium","Passed"
864,17,8,9,5,11.9,"Medium","Passed"
865,6,4,82,2,4.6,"Low","Passed"
866,3,9,31,13,6.8,"Low","Failed"
867,3,3,9,9,4.2,"Low","Failed"
868,2,2,89,2,2,"Low","Passed"
869,10,3,98,1,6.1,"Low","Passed"
870,18,1,98,5,10.3,"Medium","Passed"
871,15,8,58,15,12.9,"High","Failed"
872,14,10,37,4,10.8,"Medium","Passed"
873,10,3,66,10,7.9,"Medium","Failed"
874,5,6,20,14,7.1,"Medium","Failed"
875,4,8,63,11,6.6,"Low","Failed"
876,1,1,100,15,3.8,"Low","Failed"
877,16,4,84,1,9.4,"Medium","Passed"
878,4,3,84,13,5.5,"Low","Failed"
879,18,2,40,6,10.8,"Medium","Passed"
880,14,3,16,12,10.3,"Medium","Failed"
881,18,7,63,12,13.5,"High","Failed"
882,2,5,2,10,4.5,"Low","Failed"
883,14,3,44,7,9.3,"Medium","Passed"
884,2,6,16,12,5.2,"Low","Failed"
885,1,4,20,4,2.5,"Low","Passed"
886,4,7,65,13,6.7,"Low","Failed"
887,4,5,17,9,5.3,"Low","Failed"
888,6,10,9,15,9,"Medium","Failed"
889,1,4,38,12,4.1,"Low","Failed"
890,15,9,32,4,11,"Medium","Passed"
891,7,10,89,0,6.5,"Low","Passed"
892,20,2,74,8,12.2,"High","Passed"
893,17,2,90,6,10.3,"Medium","Passed"
894,18,2,48,2,10,"Medium","Passed"
895,8,5,32,13,8.1,"Medium","Failed"
896,18,5,19,15,13.5,"High","Failed"
897,13,5,75,9,9.8,"Medium","Failed"
898,18,4,79,0,10.2,"Medium","Passed"
899,4,10,7,0,5,"Low","Passed"
900,12,7,92,3,8.7,"Medium","Passed"
901,15,3,3,11,10.6,"Medium","Failed"
902,6,8,60,11,7.6,"Medium","Failed"
903,7,2,82,8,5.7,"Low","Passed"
904,15,10,51,9,12.3,"High","Failed"
905,14,5,18,5,9.5,"Medium","Passed"
906,19,4,25,1,10.9,"Medium","Passed"
907,2,6,18,1,3,"Low","Passed"
908,16,7,97,4,10.9,"Medium","Passed"
909,6,5,94,4,5.3,"Low","Passed"
910,12,2,4,2,7,"Low","Passed"
911,2,9,10,5,4.7,"Low","Passed"
912,12,1,19,13,8.9,"Medium","Failed"
913,13,7,38,6,9.8,"Medium","Passed"
914,3,8,21,1,4.1,"Low","Passed"
915,20,3,36,13,13.5,"High","Failed"
916,15,1,72,13,10.4,"Medium","Failed"
917,8,1,71,3,4.9,"Low","Passed"
918,15,5,33,11,11.2,"Medium","Failed"
919,8,1,34,7,5.7,"Low","Passed"
920,4,8,13,15,7.4,"Medium","Failed"
921,13,3,99,11,9.6,"Medium","Failed"
922,11,4,32,2,7.1,"Medium","Passed"
923,13,8,12,0,8.9,"Medium","Passed"
924,12,10,4,12,11.4,"Medium","Failed"
925,19,3,89,3,11,"Medium","Passed"
926,14,7,91,5,10.1,"Medium","Passed"
927,7,5,51,14,7.8,"Medium","Failed"
928,12,1,76,10,8.3,"Medium","Failed"
929,6,5,1,1,4.7,"Low","Passed"
930,4,2,89,0,2.6,"Low","Passed"
931,7,9,81,2,6.6,"Low","Passed"
932,14,7,16,12,11.5,"Medium","Failed"
933,13,4,2,7,9.1,"Medium","Passed"
934,15,4,71,13,11.3,"Medium","Failed"
935,0,3,64,3,1.5,"Low","Passed"
936,13,10,31,0,9.5,"Medium","Passed"
937,20,4,59,12,13.6,"High","Failed"
938,16,1,46,0,8.3,"Medium","Passed"
939,6,4,59,4,5,"Low","Passed"
940,6,3,15,15,6.9,"Low","Failed"
941,12,7,16,4,8.9,"Medium","Passed"
942,14,10,94,7,11.4,"Medium","Passed"
943,11,7,39,14,10.4,"Medium","Failed"
944,13,7,100,10,10.6,"Medium","Failed"
945,18,5,32,5,11.5,"Medium","Passed"
946,18,10,68,7,13.4,"High","Passed"
947,16,6,74,6,11,"Medium","Passed"
948,8,5,10,6,6.7,"Low","Passed"
949,12,5,65,11,9.7,"Medium","Failed"
950,13,10,46,14,12.3,"High","Failed"
951,5,9,93,11,7.4,"Medium","Failed"
952,0,1,100,5,1.3,"Low","Passed"
953,15,5,40,14,11.8,"Medium","Failed"
954,7,4,75,4,5.5,"Low","Passed"
955,4,7,6,8,5.7,"Low","Passed"
956,9,1,49,3,5.4,"Low","Passed"
957,8,9,12,13,9.3,"Medium","Failed"
958,4,6,55,14,6.6,"Low","Failed"
959,13,7,29,4,9.4,"Medium","Passed"
960,18,10,1,14,14.8,"High","Failed"
961,0,7,67,15,5.1,"Low","Failed"
962,15,7,70,0,9.6,"Medium","Passed"
963,5,9,92,9,7,"Low","Failed"
964,19,4,2,14,13.5,"High","Failed"
965,7,10,72,7,7.9,"Medium","Passed"
966,13,3,95,12,9.8,"Medium","Failed"
967,13,9,98,2,9.6,"Medium","Passed"
968,7,7,52,4,6.4,"Low","Passed"
969,10,1,49,13,7.9,"Medium","Failed"
970,19,4,64,4,11.5,"Medium","Passed"
971,4,9,36,3,5.3,"Low","Passed"
972,13,1,71,14,9.6,"Medium","Failed"
973,0,5,90,4,2.3,"Low","Passed"
974,0,1,63,14,3.1,"Low","Failed"
975,4,7,61,1,4.3,"Low","Passed"
976,2,5,50,10,4.5,"Low","Failed"
977,3,1,84,8,3.4,"Low","Passed"
978,2,8,16,15,6.4,"Low","Failed"
979,13,1,24,4,7.6,"Medium","Passed"
980,17,4,1,14,12.5,"High","Failed"
981,9,7,6,0,6.6,"Low","Passed"
982,11,3,72,0,6.4,"Low","Passed"
983,15,7,67,10,11.6,"Medium","Failed"
984,2,5,70,7,3.9,"Low","Passed"
985,11,6,16,4,8.1,"Medium","Passed"
986,4,6,34,0,3.8,"Low","Passed"
987,12,3,14,2,7.3,"Medium","Passed"
988,7,7,59,11,7.8,"Medium","Failed"
989,16,10,70,1,11.2,"Medium","Passed"
990,4,3,23,7,4.3,"Low","Passed"
991,18,5,85,15,13.5,"High","Failed"
992,5,4,1,2,4.1,"Low","Passed"
993,1,3,86,5,2.4,"Low","Passed"
994,16,4,68,4,10,"Medium","Passed"
995,16,10,27,3,11.6,"Medium","Passed"
996,7,8,43,15,8.9,"Medium","Failed"
997,18,4,94,7,11.6,"Medium","Passed"
998,17,1,30,15,11.8,"Medium","Failed"
999,18,10,66,13,14.6,"High","Failed"
1000,4,9,20,3,5.3,"Low","Passed"
